Date,real_close,close_arima
2017-10-23,198.0,193.33351445201438
2017-10-24,228.0,197.1226301650715
2017-10-25,228.0,222.33975064990742
2017-10-26,228.0,223.45927198719025
2017-10-27,210.0,227.8584389864089
2017-10-30,199.0,212.47218650839392
2017-10-31,199.0,202.88598941151017
2017-11-01,199.0,201.17627175696475
2017-11-02,199.0,199.5759781309956
2017-11-03,199.0,199.1507183963938
2017-11-06,200.0,199.04016998108827
2017-11-07,191.0,199.8884753592426
2017-11-08,191.0,191.97907738262808
2017-11-09,191.0,192.16527795941488
2017-11-10,191.0,191.3068650955647
2017-11-13,191.0,191.08063343516406
2017-11-14,191.0,191.02124936304804
2017-11-15,194.0,191.00560519500957
2017-11-16,193.0,193.6342966152838
2017-11-17,194.0,192.72576946749743
2017-11-20,260.0,193.90455529817564
2017-11-21,324.0,252.25840691084198
2017-11-22,320.0,329.7675256700064
2017-11-23,320.0,310.8694898507451
2017-11-24,400.0,321.18572980112083
2017-11-27,418.0,412.39368192960234
2017-11-28,350.0,408.0173038471986
2017-11-29,416.0,339.7973545547037
2017-11-30,396.0,437.63329516878605
2017-12-01,396.0,373.4509112675016
2017-12-04,410.0,409.9459869436521
2017-12-05,374.0,401.4182009029234
2017-12-06,348.0,383.8337001722799
2017-12-07,278.0,355.80922324713833
2017-12-08,258.0,283.1846749122101
2017-12-11,306.0,262.0803911826475
2017-12-12,304.0,303.9412054064377
2017-12-13,284.0,297.5307109200481
2017-12-14,270.0,288.5804736877455
2017-12-15,260.0,269.300918681468
2017-12-18,240.0,262.33684879389955
2017-12-19,300.0,238.7666939071792
2017-12-20,276.0,305.3924025818216
2017-12-21,258.0,262.61376298787263
2017-12-22,252.0,272.51662063218515
2017-12-25,252.0,246.57420896310174
2017-12-26,252.0,256.3718431042769
2017-12-27,242.0,249.32974666245312
2017-12-28,244.0,244.04408227914914
2017-12-29,256.0,244.41093361214337
