Date,real_close,close_arima
2017-10-23,62775.0,64215.859839710065
2017-10-24,62025.0,62796.08813360999
2017-10-25,63000.0,62080.97039977409
2017-10-26,64675.0,62979.694457438505
2017-10-27,66900.0,64627.366891873084
2017-10-30,67675.0,66838.01592068898
2017-10-31,70000.0,67621.74465508528
2017-11-01,71750.0,69983.68496949885
2017-11-02,71925.0,71665.07206502059
2017-11-03,73600.0,71924.29445671913
2017-11-06,73950.0,73580.7839353764
2017-11-07,76800.0,73906.2181092318
2017-11-08,76525.0,76787.42125091325
2017-11-09,77250.0,76536.04176306669
2017-11-10,76000.0,77258.40769153622
2017-11-13,78950.0,76012.48944375657
2017-11-14,75950.0,78915.0735972311
2017-11-15,76950.0,75885.48475085877
2017-11-16,81000.0,77061.34160349496
2017-11-17,77975.0,80937.60198903026
2017-11-20,80375.0,78070.11485191034
2017-11-21,78850.0,80325.44467670983
2017-11-22,77975.0,78816.63857704801
2017-11-23,78000.0,78092.39625553027
2017-11-24,79500.0,77942.82433547241
2017-11-27,79500.0,79464.15963489181
2017-11-28,79850.0,79502.5900308229
2017-11-29,80100.0,79844.93092374662
2017-11-30,76525.0,80097.7453381415
2017-12-01,76525.0,76615.7048071755
2017-12-04,79150.0,76526.4590918486
2017-12-05,80300.0,79068.70426318646
2017-12-06,80325.0,80276.65536573414
2017-12-07,79950.0,80334.8831702241
2017-12-08,80575.0,79966.02520069225
2017-12-11,79850.0,80562.43727258958
2017-12-12,78400.0,79872.37025156633
2017-12-13,78300.0,78434.74101118205
2017-12-14,78300.0,78295.3596323349
2017-12-15,78575.0,78294.72622144996
2017-12-18,81000.0,78565.30563779475
2017-12-19,81000.0,80941.53056411026
2017-12-20,79075.0,81008.34881024204
2017-12-21,81000.0,79121.8545737611
2017-12-22,80950.0,80949.87507748828
2017-12-25,80950.0,80951.76608439615
2017-12-26,80950.0,80950.79846666403
2017-12-27,81400.0,80950.31783474013
2017-12-28,81750.0,81388.46873046336
2017-12-29,83800.0,81741.38482299134
