real_price,Close_LSTM
63000.0,63606.34864190496
64475.0,63519.0482861206
64450.0,63776.203877463486
65049.99999999999,63771.85677360647
65250.00000000001,63876.04015724378
65450.0,63910.6932152332
65800.0,63945.30475030071
65425.00000000001,64005.767647707886
65450.0,63940.980663407
64925.00000000001,63945.30475030071
64500.0,63854.3620115873
65500.0,63780.55048471853
