Date,real_price,Close_ARIMA
2017-10-20,62500.0,63249.963319611736
2017-10-23,62775.0,62630.948385695585
2017-10-24,62025.0,62864.41867474209
2017-10-25,63000.0,62133.07446180761
2017-10-26,64675.0,63034.110104926214
2017-10-27,66900.0,64612.74828145324
2017-10-30,67675.0,66748.10398095375
2017-10-31,70000.0,67526.61646456357
2017-11-01,71750.0,70054.94085108643
2017-11-02,71925.0,71802.41944166122
2017-11-03,73600.0,71959.26864887032
2017-11-06,73950.0,73634.58169112047
2017-11-07,76800.0,74023.32192260871
2017-11-08,76525.0,76955.56356686928
2017-11-09,77250.0,76535.20741027711
2017-11-10,76000.0,77345.41251281976
2017-11-13,78950.0,76016.5412311053
2017-11-14,75950.0,78989.13212856866
2017-11-15,76950.0,76075.53505182509
2017-11-16,81000.0,76999.38866923473
2017-11-17,77975.0,80939.10508057731
2017-11-20,80375.0,78154.14078311823
2017-11-21,78850.0,80310.57101076136
2017-11-22,77975.0,79015.3198342063
2017-11-23,78000.0,78133.9758715605
2017-11-24,79500.0,78087.83444491273
2017-11-27,79500.0,79460.91838058514
2017-11-28,79850.0,79546.66785635176
2017-11-29,80100.0,79891.7833629329
2017-11-30,76525.0,80149.27953236335
2017-12-01,76525.0,76870.81483354565
2017-12-04,79150.0,76658.34613657142
2017-12-05,80300.0,79033.68387418019
2017-12-06,80325.0,80228.66168991798
2017-12-07,79950.0,80348.18751926954
2017-12-08,80575.0,80035.03182621325
2017-12-11,79850.0,80608.36932547006
2017-12-12,78400.0,79965.96883065689
2017-12-13,78300.0,78592.9801956652
2017-12-14,78300.0,78419.68416239442
2017-12-15,78575.0,78385.6716046442
2017-12-18,81000.0,78629.20024974881
2017-12-19,81000.0,80893.50615462172
2017-12-20,79075.0,81007.91168070395
2017-12-21,81000.0,79260.6589199469
2017-12-22,80950.0,80967.99932269326
2017-12-25,80950.0,80990.09554496667
2017-12-26,80950.0,81013.52342387389
2017-12-27,81400.0,81022.09554745769
2017-12-28,81750.0,81439.67893499963
2017-12-29,83800.0,81786.31673706028
