Date,real_close,close_lstm
2020-12-22,7475.0,7618.6533
2020-12-23,7425.0,7486.391
2020-12-28,7450.0,7408.813
2020-12-29,7350.0,7456.3857
2020-12-30,7350.0,7387.257
2021-01-04,7475.0,7384.8403
2021-01-05,7375.0,7472.3896
2021-01-06,7200.0,7399.7593
2021-01-07,7200.0,7193.649
2021-01-08,7175.0,7211.4897
2021-01-11,7200.0,7160.117
2021-01-12,7100.0,7183.0493
2021-01-13,7025.0,7115.4985
2021-01-14,7000.0,7011.239
2021-01-15,6950.0,6998.878
2021-01-18,7500.0,6981.4995
2021-01-19,7575.0,7324.241
2021-01-20,7400.0,7516.446
2021-01-21,7325.0,7360.3984
2021-01-22,7275.0,7347.353
2021-01-25,7250.0,7285.528
2021-01-26,7250.0,7212.9
2021-01-27,7125.0,7264.109
2021-01-28,7075.0,7141.8936
2021-01-29,6925.0,7059.3364
2021-02-01,7025.0,6902.8574
2021-02-02,7000.0,7030.6084
2021-02-03,7175.0,7046.3965
2021-02-04,7300.0,7174.7207
2021-02-05,7225.0,7284.334
2021-02-08,7100.0,7256.224
2021-02-09,7100.0,7139.093
2021-02-10,7150.0,7134.41
2021-02-11,7175.0,7181.628
2021-02-15,7050.0,7224.1074
2021-02-16,7025.0,7107.567
2021-02-17,7100.0,7072.8257
2021-02-18,6975.0,7145.159
2021-02-19,6950.0,7038.7456
2021-02-22,6875.0,7014.3755
2021-02-23,6850.0,6934.51
2021-02-24,6850.0,6911.7554
2021-02-25,6775.0,6943.2334
2021-02-26,7000.0,6849.5396
2021-03-01,6825.0,6940.2896
2021-03-02,6825.0,6890.1357
2021-03-03,6875.0,6858.2905
2021-03-04,6725.0,6950.936
2021-03-05,6725.0,6823.0137
2021-03-08,6650.0,6849.189
2021-03-09,6550.0,6759.1235
2021-03-10,6575.0,6617.518
2021-03-12,6700.0,6728.6646
2021-03-15,6575.0,6819.064
2021-03-16,6550.0,6693.4966
2021-03-17,6475.0,6679.831
2021-03-18,6600.0,6633.7197
2021-03-19,6750.0,6708.366
2021-03-22,6700.0,6745.5703
2021-03-23,6750.0,6828.898
