Date,real_close,close_lstm
2017-10-23,62775.0,63175.555
2017-10-24,62025.0,63108.85
2017-10-25,63000.0,62539.184
2017-10-26,64675.0,62955.35
2017-10-27,66900.0,64367.844
2017-10-30,67675.0,66203.02
2017-10-31,70000.0,67394.664
2017-11-01,71750.0,69211.6
2017-11-02,71925.0,70808.32
2017-11-03,73600.0,71614.6
2017-11-06,73950.0,72957.83
2017-11-07,76800.0,73373.83
2017-11-08,76525.0,75604.9
2017-11-09,77250.0,76281.79
2017-11-10,76000.0,76473.516
2017-11-13,78950.0,76422.89
2017-11-14,75950.0,77788.586
2017-11-15,76950.0,76585.07
2017-11-16,81000.0,77147.35
2017-11-17,77975.0,79602.04
2017-11-20,80375.0,78533.93
2017-11-21,78850.0,79929.52
2017-11-22,77975.0,78911.914
2017-11-23,78000.0,78235.914
2017-11-24,79500.0,78276.734
2017-11-27,79500.0,78884.805
2017-11-28,79850.0,79323.88
2017-11-29,80100.0,79219.39
2017-11-30,76525.0,79987.21
2017-12-01,76525.0,76810.16
2017-12-04,79150.0,76871.55
2017-12-05,80300.0,78731.984
2017-12-06,80325.0,79917.31
2017-12-07,79950.0,80456.7
2017-12-08,80575.0,80149.68
2017-12-11,79850.0,80813.22
2017-12-12,78400.0,80089.266
2017-12-13,78300.0,79154.29
2017-12-14,78300.0,78330.79
2017-12-15,78575.0,78717.53
2017-12-18,81000.0,78319.77
2017-12-19,81000.0,80410.234
2017-12-20,79075.0,80813.76
2017-12-21,81000.0,79364.71
2017-12-22,80950.0,80772.58
2017-12-25,80950.0,80801.31
2017-12-26,80950.0,81373.73
2017-12-27,81400.0,81373.73
2017-12-28,81750.0,81301.305
2017-12-29,83800.0,81227.63
