Date,real_close,close_arima
2017-10-23,62775.0,64209.42079468762
2017-10-24,62025.0,62800.45623861268
2017-10-25,63000.0,62046.57774263006
2017-10-26,64675.0,62986.88645359246
2017-10-27,66900.0,64671.196684194314
2017-10-30,67675.0,66858.63616198745
2017-10-31,70000.0,67642.70329920291
2017-11-01,71750.0,69963.48273471698
2017-11-02,71925.0,71723.4671896879
2017-11-03,73600.0,71917.86212668006
2017-11-06,73950.0,73581.00246317903
2017-11-07,76800.0,73943.00003821653
2017-11-08,76525.0,76772.09589434168
2017-11-09,77250.0,76523.21237580448
2017-11-10,76000.0,77242.73763381228
2017-11-13,78950.0,76011.69720551181
2017-11-14,75950.0,78916.47640876955
2017-11-15,76950.0,75993.91888528412
2017-11-16,81000.0,76936.76439532153
2017-11-17,77975.0,80934.11815145412
2017-11-20,80375.0,78028.88733443708
2017-11-21,78850.0,80321.76588002028
2017-11-22,77975.0,78885.56002380121
2017-11-23,78000.0,78000.46124876096
2017-11-24,79500.0,78001.56051410266
2017-11-27,79500.0,79461.48735883803
2017-11-28,79850.0,79496.40592651589
2017-11-29,80100.0,79840.63931541555
2017-11-30,76525.0,80092.69118624831
2017-12-01,76525.0,76617.29296320057
2017-12-04,79150.0,76533.83093054715
2017-12-05,80300.0,79082.84030398195
2017-12-06,80325.0,80262.98827632613
2017-12-07,79950.0,80319.28114352404
2017-12-08,80575.0,79958.46827740446
2017-12-11,79850.0,80560.61570390264
2017-12-12,78400.0,79866.20835021391
2017-12-13,78300.0,78438.08344008187
2017-12-14,78300.0,78307.94204547109
2017-12-15,78575.0,78301.14799594725
2017-12-18,81000.0,78568.36916772416
2017-12-19,81000.0,80940.10255198313
2017-12-20,79075.0,80991.23307215206
2017-12-21,81000.0,79120.50014432688
2017-12-22,80950.0,80957.3749303137
2017-12-25,80950.0,80944.51066936702
2017-12-26,80950.0,80949.12297553301
2017-12-27,81400.0,80949.85951091105
2017-12-28,81750.0,81388.11692195218
2017-12-29,83800.0,81738.89338557332
