Date,real_close,close_arima
2017-10-23,9830.0,9980.044311715877
2017-10-24,9830.0,9838.411049066592
2017-10-25,9900.0,9842.496915243697
2017-10-26,9905.0,9900.168297439346
2017-10-27,9830.0,9901.236456044307
2017-10-30,9830.0,9836.063786889672
2017-10-31,9920.0,9837.53627451142
2017-11-01,9920.0,9914.336149403844
2017-11-02,9815.0,9911.765997176595
2017-11-03,9975.0,9821.969351778946
2017-11-06,9835.0,9965.175029869208
2017-11-07,9870.0,9840.087344266287
2017-11-08,9890.0,9873.805614862791
2017-11-09,9860.0,9894.223082519753
2017-11-10,9835.0,9862.35656274875
2017-11-13,9845.0,9840.994619983367
2017-11-14,9795.0,9848.414429569295
2017-11-15,9795.0,9803.569653794259
2017-11-16,9850.0,9802.302055478549
2017-11-17,9930.0,9847.266443617726
2017-11-20,9885.0,9915.533469036578
2017-11-21,9880.0,9878.560014489816
2017-11-22,9890.0,9878.308505322246
2017-11-23,9870.0,9887.769507873212
2017-11-24,9960.0,9870.871834895665
2017-11-27,10080.0,9949.149764647358
2017-11-28,10200.0,10053.959890604128
2017-11-29,10045.0,10164.876542987016
2017-11-30,9860.0,10035.589244289624
2017-12-01,9860.0,9882.94728846365
2017-12-04,9860.0,9865.26523406794
2017-12-05,9930.0,9865.198131761814
2017-12-06,9930.0,9932.876433240868
2017-12-07,10060.0,9927.49215717905
2017-12-08,10180.0,10043.176361208898
2017-12-11,10200.0,10148.24255646939
2017-12-12,10220.0,10169.764739124636
2017-12-13,10200.0,10196.812200074917
2017-12-14,10200.0,10185.300843233214
2017-12-15,10425.0,10191.291905023161
2017-12-18,10595.0,10397.17766006001
2017-12-19,10820.0,10550.865324130487
2017-12-20,10600.0,10775.57563045745
2017-12-21,10710.0,10568.230759866074
2017-12-22,10825.0,10698.142212681174
2017-12-25,10825.0,10805.370809558313
2017-12-26,10825.0,10808.007812118845
2017-12-27,10825.0,10816.460854837878
2017-12-28,10880.0,10820.711604192187
2017-12-29,11180.0,10873.499642721941
