Date,real_price,Close_ARIMA
2020-12-21,7625.0,7591.924215171223
2020-12-22,7475.0,7602.96888241466
2020-12-23,7425.0,7485.812434120785
2020-12-28,7450.0,7446.082670113826
2020-12-29,7350.0,7452.916297421348
2020-12-30,7350.0,7355.844060311245
2021-01-04,7475.0,7360.747172641807
2021-01-05,7375.0,7462.9964189132015
2021-01-06,7200.0,7369.664683745991
2021-01-07,7200.0,7226.977583971444
2021-01-08,7175.0,7219.087588945566
2021-01-11,7200.0,7176.286438792565
2021-01-12,7100.0,7199.853558729287
2021-01-13,7025.0,7105.506787577161
2021-01-14,7000.0,7042.33726574742
2021-01-15,6950.0,7009.693237584181
2021-01-18,7500.0,6956.260808292931
2021-01-19,7575.0,7454.335453630575
2021-01-20,7400.0,7505.417373216056
2021-01-21,7325.0,7406.303040070916
2021-01-22,7275.0,7351.42480878367
2021-01-25,7250.0,7288.247133709423
2021-01-26,7250.0,7257.676325618631
2021-01-27,7125.0,7252.441386549348
2021-01-28,7075.0,7135.453091749232
2021-01-29,6925.0,7093.136182192499
2021-02-01,7025.0,6943.292948227038
2021-02-02,7000.0,7032.6789137378455
2021-02-03,7175.0,6990.238145544356
2021-02-04,7300.0,7161.019123274108
2021-02-05,7225.0,7268.453177626978
2021-02-08,7100.0,7215.975208658483
2021-02-09,7100.0,7118.215838786283
2021-02-10,7150.0,7114.022228567068
2021-02-11,7175.0,7145.567890194047
2021-02-15,7050.0,7166.328252806706
2021-02-16,7025.0,7057.002538506935
2021-02-17,7100.0,7040.676745861299
2021-02-18,6975.0,7096.218037727861
2021-02-19,6950.0,6976.567659756042
2021-02-22,6875.0,6965.441785524475
2021-02-23,6850.0,6884.10604110585
2021-02-24,6850.0,6859.957395930407
2021-02-25,6775.0,6852.184719364286
2021-02-26,7000.0,6780.572246255731
2021-03-01,6825.0,6987.749339562554
2021-03-02,6825.0,6814.225488418604
2021-03-03,6875.0,6842.882027370493
2021-03-04,6725.0,6870.2078989901065
2021-03-05,6725.0,6731.684086552974
2021-03-08,6650.0,6740.9260127014695
2021-03-09,6550.0,6656.035416313909
2021-03-10,6575.0,6566.233380232524
2021-03-12,6700.0,6582.994192962805
2021-03-15,6575.0,6684.877322302333
2021-03-16,6550.0,6570.528914243018
2021-03-17,6475.0,6565.006951364747
2021-03-18,6600.0,6483.572892393756
2021-03-19,6750.0,6595.9866239451
2021-03-22,6700.0,6721.099231059811
2021-03-23,6750.0,6685.3930189916255
2021-03-24,6575.0,6749.487585125177
2021-03-25,6650.0,6584.107061384695
2021-03-26,6600.0,6661.660832616841
2021-03-29,6725.0,6595.753626052692
2021-03-30,6550.0,6717.420401352155
2021-03-31,6575.0,6551.141170348506
2021-04-01,6625.0,6590.116916828251
2021-04-05,6475.0,6617.583821038392
2021-04-06,6475.0,6481.804149842934
2021-04-07,6525.0,6490.305904024997
2021-04-08,6600.0,6519.88753250799
2021-04-09,6475.0,6585.965746404058
2021-04-12,6325.0,6476.311309459731
2021-04-13,6225.0,6351.1605375485
2021-04-14,6300.0,6250.750934288197
2021-04-15,6400.0,6304.355620107214
2021-04-16,6325.0,6381.726577895775
2021-04-19,6300.0,6318.090754462352
2021-04-20,6225.0,6308.250856679785
2021-04-21,6100.0,6233.821687323601
2021-04-22,6125.0,6118.625460508889
2021-04-23,6075.0,6136.054483870162
2021-04-26,6125.0,6076.1322832067235
2021-04-27,6025.0,6124.124469958623
2021-04-28,6075.0,6027.088119206852
2021-04-29,6050.0,6079.416508144858
2021-04-30,6000.0,6045.701051054886
2021-05-03,5900.0,6005.094278344258
2021-05-04,5750.0,5913.137198386738
2021-05-05,5775.0,5773.481376601492
2021-05-06,5550.0,5788.663905781616
2021-05-07,5525.0,5566.675686938879
2021-05-10,5700.0,5549.936793743598
2021-05-11,5625.0,5686.204257559662
2021-05-17,5600.0,5609.879274175072
2021-05-18,5575.0,5607.288529397401
2021-05-19,5450.0,5578.165777757207
2021-05-20,5625.0,5461.944851807398
2021-05-21,5575.0,5620.785891864568
2021-05-24,5725.0,5558.242258738927
2021-05-25,5675.0,5712.877878944434
2021-05-27,5825.0,5660.869142732773
2021-05-28,5775.0,5812.884029876589
2021-05-31,5850.0,5761.214467681424
2021-06-02,5850.0,5844.82948319281
2021-06-03,5775.0,5839.955410203381
2021-06-04,5650.0,5779.203815984247
2021-06-07,5625.0,5667.7101664803395
2021-06-08,5475.0,5639.617099314974
2021-06-09,5300.0,5490.529140331758
2021-06-10,5300.0,5330.044387539727
2021-06-11,5350.0,5317.417390536771
2021-06-14,5250.0,5344.125854898785
2021-06-15,5175.0,5251.081892589324
2021-06-16,5200.0,5189.700576354273
2021-06-17,5075.0,5203.693829512539
2021-06-18,4900.0,5081.241915324308
2021-06-21,5100.0,4926.294193772943
2021-06-22,5050.0,5098.435541330727
2021-06-23,4990.0,5030.438127615645
2021-06-24,4960.0,4997.428062379314
2021-06-25,5000.0,4966.502884547382
2021-06-28,5025.0,4996.858227039663
2021-06-29,5000.0,5015.470219540929
2021-06-30,4950.0,4996.443195544475
2021-07-01,5225.0,4954.248269052597
2021-07-02,5150.0,5202.320618377158
2021-07-05,4950.0,5124.054869350173
2021-07-06,5000.0,4973.175675793453
2021-07-07,4930.0,5015.077527357904
2021-07-08,4860.0,4928.417865625705
2021-07-09,4890.0,4871.179128966374
2021-07-12,5025.0,4892.081439052732
2021-07-13,5100.0,5006.283389439941
2021-07-14,5100.0,5075.003323650299
2021-07-15,5150.0,5088.446696101791
2021-07-16,5150.0,5142.464753208132
2021-07-19,5075.0,5141.635547082624
2021-07-21,5125.0,5078.986420286389
2021-07-22,5025.0,5125.968815367681
2021-07-23,4800.0,5025.922131660491
2021-07-26,4700.0,4828.654432916052
2021-07-27,4500.0,4730.918506211264
2021-07-28,4450.0,4525.029814508122
2021-07-29,4330.0,4472.402550760655
2021-07-30,4220.0,4341.749606730571
2021-08-02,4400.0,4238.469000683469
2021-08-03,4380.0,4392.130401059548
2021-08-04,4330.0,4358.563635154191
2021-08-05,4440.0,4333.648090323522
2021-08-06,4420.0,4432.147705743876
2021-08-09,4310.0,4406.253089022768
2021-08-10,4250.0,4318.79062757856
2021-08-12,4210.0,4263.394081856794
2021-08-13,4250.0,4215.802000235959
2021-08-16,4150.0,4246.953517594378
2021-08-18,4230.0,4150.571260147721
2021-08-19,4110.0,4230.260475937183
2021-08-20,4070.0,4107.878665760735
2021-08-23,4060.0,4082.9581407274245
2021-08-24,4080.0,4060.8436136802015
2021-08-25,4170.0,4075.3884064556673
2021-08-26,4090.0,4156.216781369896
2021-08-27,4030.0,4083.750918893213
2021-08-30,4130.0,4040.420902369759
2021-08-31,4050.0,4123.5474117431595
2021-09-01,4100.0,4042.304544974759
2021-09-02,4150.0,4100.848710099925
2021-09-03,4240.0,4136.114989741954
2021-09-06,4250.0,4223.310463991175
2021-09-07,4250.0,4236.115023521319
2021-09-08,4100.0,4245.750707905511
2021-09-09,4100.0,4109.587538348644
2021-09-10,4080.0,4112.356533895105
2021-09-13,4040.0,4077.467258190623
2021-09-14,4050.0,4041.9287842002327
2021-09-15,4040.0,4049.5550540161535
2021-09-16,4010.0,4035.8929814378557
2021-09-17,3950.0,4009.9799867155098
2021-09-20,3880.0,3954.6185057438624
2021-09-21,3840.0,3888.5431355597907
2021-09-22,4040.0,3846.78885272353
2021-09-23,4050.0,4022.616985077336
2021-09-24,3970.0,4023.779826325513
2021-09-27,3860.0,3972.8911059410575
2021-09-28,3820.0,3874.4027873717505
2021-09-29,3920.0,3831.1970902637086
2021-09-30,3950.0,3911.4498288432374
2021-10-01,3860.0,3932.6370713822807
2021-10-04,3980.0,3860.9365629635304
2021-10-05,4150.0,3975.450541568142
2021-10-06,4270.0,4118.193718048065
2021-10-07,4830.0,4238.09941223682
2021-10-08,4760.0,4769.989487017083
2021-10-11,4830.0,4705.898052706308
2021-10-12,4930.0,4832.4818316085875
2021-10-13,5250.0,4910.868790728578
2021-10-14,5325.0,5212.561087451272
2021-10-15,5225.0,5286.069231089858
2021-10-18,5100.0,5225.49517539857
2021-10-19,5125.0,5117.53445106319
2021-10-21,5000.0,5132.220526426829
2021-10-22,4850.0,5003.8236804272865
2021-10-25,4580.0,4871.472636408622
2021-10-26,4640.0,4610.996559989977
2021-10-27,4540.0,4657.690358990743
2021-10-28,4440.0,4536.696649715883
2021-10-29,4420.0,4454.749290286789
2021-11-01,4420.0,4426.984219995441
2021-11-02,4470.0,4417.925606719514
2021-11-03,4450.0,4462.952064723303
2021-11-04,4450.0,4443.5344905797065
2021-11-05,4430.0,4449.17331379607
2021-11-08,4460.0,4428.113022870585
2021-11-09,4430.0,4456.50653153278
2021-11-10,4370.0,4426.030677446876
2021-11-11,4660.0,4374.459053641626
2021-11-12,4600.0,4640.373158382492
2021-11-15,4510.0,4573.100826035156
2021-11-16,4570.0,4522.278945125638
2021-11-17,4500.0,4570.27569081128
