Date,real_close,close_lstm
2017-10-23,62775.0,63550.87
2017-10-24,62025.0,63177.598
2017-10-25,63000.0,62336.312
2017-10-26,64675.0,63263.32
2017-10-27,66900.0,65162.543
2017-10-30,67675.0,66977.85
2017-10-31,70000.0,67791.266
2017-11-01,71750.0,69053.305
2017-11-02,71925.0,71014.086
2017-11-03,73600.0,71659.125
2017-11-06,73950.0,72821.484
2017-11-07,76800.0,72980.98
2017-11-08,76525.0,75417.97
2017-11-09,77250.0,76080.46
2017-11-10,76000.0,75520.016
2017-11-13,78950.0,75919.46
2017-11-14,75950.0,77527.39
2017-11-15,76950.0,75920.516
2017-11-16,81000.0,76742.086
2017-11-17,77975.0,78568.24
2017-11-20,80375.0,76435.77
2017-11-21,78850.0,79843.2
2017-11-22,77975.0,78028.555
2017-11-23,78000.0,77684.266
2017-11-24,79500.0,78053.234
2017-11-27,79500.0,78605.65
2017-11-28,79850.0,78631.914
2017-11-29,80100.0,78404.69
2017-11-30,76525.0,79294.68
2017-12-01,76525.0,75011.44
2017-12-04,79150.0,76975.1
2017-12-05,80300.0,77845.664
2017-12-06,80325.0,79245.93
2017-12-07,79950.0,79873.516
2017-12-08,80575.0,79755.54
2017-12-11,79850.0,80280.586
2017-12-12,78400.0,79735.305
2017-12-13,78300.0,78320.72
2017-12-14,78300.0,78055.055
2017-12-15,78575.0,78021.46
2017-12-18,81000.0,77413.14
2017-12-19,81000.0,80064.79
2017-12-20,79075.0,80457.375
2017-12-21,81000.0,78621.22
2017-12-22,80950.0,80469.82
2017-12-25,80950.0,80256.984
2017-12-26,80950.0,81212.45
2017-12-27,81400.0,81212.45
2017-12-28,81750.0,81222.11
2017-12-29,83800.0,80357.96
