Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,63900.000000,63900.000000,63900.000000,63900.000000,53824.429688,0
2017-01-03,63650.000000,64350.000000,63100.000000,63300.000000,53319.035156,340700
2017-01-04,63400.000000,64450.000000,62300.000000,63200.000000,53234.804688,578800
2017-01-05,63200.000000,65600.000000,63200.000000,65600.000000,55256.378906,1023100
2017-01-06,65450.000000,65450.000000,63900.000000,64425.000000,54266.652344,339100
2017-01-09,64775.000000,64850.000000,63125.000000,63600.000000,53571.734375,397300
2017-01-10,63700.000000,63700.000000,63000.000000,63000.000000,53066.339844,620000
2017-01-11,63200.000000,63200.000000,63025.000000,63150.000000,53192.695313,334500
2017-01-12,63700.000000,63975.000000,63250.000000,63250.000000,53276.925781,370300
2017-01-13,63775.000000,63925.000000,63025.000000,63050.000000,53108.457031,531400
2017-01-16,62800.000000,64075.000000,62800.000000,63200.000000,53234.804688,445000
2017-01-17,63250.000000,63450.000000,62500.000000,62500.000000,52645.183594,269000
2017-01-18,62600.000000,63900.000000,62600.000000,63000.000000,53066.339844,296400
2017-01-19,63700.000000,63725.000000,63250.000000,63400.000000,53403.273438,356700
2017-01-20,63400.000000,63475.000000,62500.000000,62500.000000,52645.183594,326000
2017-01-23,63000.000000,63500.000000,62975.000000,63475.000000,53466.441406,288700
2017-01-24,63475.000000,63800.000000,63375.000000,63750.000000,53698.085938,406300
2017-01-25,63750.000000,63750.000000,63000.000000,63000.000000,53066.339844,309300
2017-01-26,63900.000000,63900.000000,63225.000000,63400.000000,53403.273438,290000
2017-01-27,63750.000000,63750.000000,62700.000000,62800.000000,52897.878906,373400
2017-01-30,62800.000000,63400.000000,62700.000000,62800.000000,52897.878906,204400
2017-01-31,61750.000000,63300.000000,61750.000000,61750.000000,52013.437500,649000
2017-02-01,62300.000000,62800.000000,62000.000000,62700.000000,52813.644531,608200
2017-02-02,62725.000000,62725.000000,61800.000000,62000.000000,52224.019531,542300
2017-02-03,62000.000000,62000.000000,61550.000000,61800.000000,52055.554688,582500
2017-02-06,62000.000000,62000.000000,61800.000000,61850.000000,52097.667969,504900
2017-02-07,62475.000000,62625.000000,61875.000000,62500.000000,52645.183594,750300
2017-02-08,62800.000000,62800.000000,62500.000000,62600.000000,52729.414063,637200
2017-02-09,62850.000000,62850.000000,61875.000000,62400.000000,52560.949219,757900
2017-02-10,62000.000000,62500.000000,61800.000000,62000.000000,52224.019531,757200
2017-02-13,62000.000000,62475.000000,61425.000000,62000.000000,52224.019531,731700
2017-02-14,62000.000000,62000.000000,61500.000000,61500.000000,51802.859375,397800
2017-02-15,61500.000000,61500.000000,61500.000000,61500.000000,51802.859375,0
2017-02-16,61675.000000,62075.000000,60775.000000,61000.000000,51381.695313,856800
2017-02-17,61000.000000,61100.000000,60350.000000,60800.000000,51213.230469,529500
2017-02-20,60500.000000,61200.000000,60425.000000,60500.000000,50960.539063,239500
2017-02-21,60500.000000,60525.000000,60050.000000,60150.000000,50665.722656,941900
2017-02-22,60150.000000,62375.000000,60075.000000,62200.000000,52392.484375,1557600
2017-02-23,62225.000000,63300.000000,62225.000000,63125.000000,53171.632813,1195000
2017-02-24,63250.000000,65050.000000,62600.000000,65000.000000,54750.988281,2201000
2017-02-27,65250.000000,66000.000000,64700.000000,65750.000000,55382.730469,1286400
2017-02-28,65750.000000,66000.000000,64075.000000,65850.000000,55466.960938,838300
2017-03-01,66000.000000,66000.000000,64300.000000,64625.000000,54435.113281,887700
2017-03-02,64700.000000,66000.000000,64700.000000,65850.000000,55466.960938,853400
2017-03-03,64600.000000,65075.000000,64475.000000,64475.000000,54308.769531,747500
2017-03-06,64400.000000,64425.000000,63250.000000,63400.000000,53403.273438,768100
2017-03-07,64200.000000,64200.000000,62500.000000,62850.000000,52939.996094,756400
2017-03-08,62500.000000,63475.000000,62150.000000,62825.000000,52918.937500,716600
2017-03-09,63625.000000,63625.000000,62400.000000,63625.000000,53592.792969,284500
2017-03-10,63875.000000,63950.000000,62850.000000,63500.000000,53487.503906,333000
2017-03-13,63425.000000,63500.000000,62475.000000,63000.000000,53066.339844,348300
2017-03-14,63000.000000,64500.000000,62925.000000,64475.000000,54308.769531,594800
2017-03-15,64300.000000,64825.000000,63725.000000,64450.000000,54287.710938,640200
2017-03-16,64900.000000,65400.000000,64700.000000,65050.000000,54793.101563,812300
