Date,real_close,close_lstm
2020-12-22,7475.0,7674.788
2020-12-23,7425.0,7541.314
2020-12-28,7450.0,7464.575
2020-12-29,7350.0,7512.9414
2020-12-30,7350.0,7441.191
2021-01-04,7475.0,7437.298
2021-01-05,7375.0,7530.297
2021-01-06,7200.0,7452.688
2021-01-07,7200.0,7240.156
2021-01-08,7175.0,7261.7944
2021-01-11,7200.0,7205.6084
2021-01-12,7100.0,7229.1504
2021-01-13,7025.0,7160.023
2021-01-14,7000.0,7051.531
2021-01-15,6950.0,7037.182
2021-01-18,7500.0,7024.248
2021-01-19,7575.0,7379.027
2021-01-20,7400.0,7604.476
2021-01-21,7325.0,7413.2666
2021-01-22,7275.0,7397.838
2021-01-25,7250.0,7336.772
2021-01-26,7250.0,7265.8105
2021-01-27,7125.0,7313.8
2021-01-28,7075.0,7191.192
2021-01-29,6925.0,7105.513
2021-02-01,7025.0,6936.987
2021-02-02,7000.0,7080.8687
2021-02-03,7175.0,7095.4863
2021-02-04,7300.0,7225.0957
2021-02-05,7225.0,7335.896
2021-02-08,7100.0,7307.6567
2021-02-09,7100.0,7186.837
2021-02-10,7150.0,7186.07
2021-02-11,7175.0,7238.2866
2021-02-15,7050.0,7281.454
2021-02-16,7025.0,7159.0854
2021-02-17,7100.0,7121.912
2021-02-18,6975.0,7201.161
2021-02-19,6950.0,7087.0176
2021-02-22,6875.0,7066.258
2021-02-23,6850.0,6978.6343
2021-02-24,6850.0,6958.9443
2021-02-25,6775.0,6991.9233
2021-02-26,7000.0,6894.2515
2021-03-01,6825.0,6982.778
2021-03-02,6825.0,6935.7417
2021-03-03,6875.0,6902.1157
2021-03-04,6725.0,7004.9775
2021-03-05,6725.0,6870.276
2021-03-08,6650.0,6906.1895
2021-03-09,6550.0,6807.992
2021-03-10,6575.0,6655.959
2021-03-12,6700.0,6787.3105
2021-03-15,6575.0,6878.3
2021-03-16,6550.0,6738.9106
2021-03-17,6475.0,6727.8506
2021-03-18,6600.0,6684.548
2021-03-19,6750.0,6758.7207
2021-03-22,6700.0,6783.901
2021-03-23,6750.0,6884.4336
2021-03-24,6575.0,6909.777
2021-03-25,6650.0,6743.284
2021-03-26,6600.0,6796.5415
2021-03-29,6725.0,6817.7085
2021-03-30,6550.0,6859.8857
2021-03-31,6575.0,6696.509
2021-04-01,6625.0,6706.0938
2021-04-05,6475.0,6803.442
2021-04-06,6475.0,6711.44
2021-04-07,6525.0,6728.3145
2021-04-08,6600.0,6764.608
2021-04-09,6475.0,6786.3604
2021-04-12,6325.0,6684.8057
2021-04-13,6225.0,6510.4297
2021-04-14,6300.0,6459.1357
2021-04-15,6400.0,6612.0186
2021-04-16,6325.0,6633.7905
2021-04-19,6300.0,6589.157
2021-04-20,6225.0,6579.7046
2021-04-21,6100.0,6458.528
2021-04-22,6125.0,6389.4316
2021-04-23,6075.0,6431.342
2021-04-26,6125.0,6390.333
2021-04-27,6025.0,6476.132
2021-04-28,6075.0,6361.0737
2021-04-29,6050.0,6433.7183
2021-04-30,6000.0,6267.701
2021-05-03,5900.0,6220.4844
2021-05-04,5750.0,6293.239
2021-05-05,5775.0,5979.6265
2021-05-06,5550.0,6083.5903
2021-05-07,5525.0,5669.8193
2021-05-10,5700.0,5805.0054
2021-05-11,5625.0,5790.154
2021-05-17,5600.0,5917.9136
2021-05-18,5575.0,6016.4043
2021-05-19,5450.0,6125.4424
2021-05-20,5625.0,6017.993
2021-05-21,5575.0,6071.997
2021-05-24,5725.0,6126.982
2021-05-25,5675.0,6109.5713
2021-05-27,5825.0,6006.361
2021-05-28,5775.0,5750.308
2021-05-31,5850.0,6011.044
2021-06-02,5850.0,6199.0054
2021-06-03,5775.0,5990.9307
2021-06-04,5650.0,6097.749
2021-06-07,5625.0,6100.3364
2021-06-08,5475.0,6079.94
2021-06-09,5300.0,5981.5703
2021-06-10,5300.0,5503.2646
2021-06-11,5350.0,5863.9062
2021-06-14,5250.0,5890.7275
2021-06-15,5175.0,6048.994
2021-06-16,5200.0,5747.9375
2021-06-17,5075.0,5851.152
2021-06-18,4900.0,5851.385
2021-06-21,5100.0,5017.7036
2021-06-22,5050.0,5641.909
2021-06-23,4990.0,5904.4995
2021-06-24,4960.0,6088.6187
2021-06-25,5000.0,6202.4175
2021-06-28,5025.0,6021.3096
2021-06-29,5000.0,5963.2695
2021-06-30,4950.0,5882.734
2021-07-01,5225.0,6007.0156
2021-07-02,5150.0,5881.066
2021-07-05,4950.0,5820.983
2021-07-06,5000.0,5770.9688
2021-07-07,4930.0,6088.184
2021-07-08,4860.0,5869.097
2021-07-09,4890.0,5946.6196
2021-07-12,5025.0,6052.162
2021-07-13,5100.0,5745.169
2021-07-14,5100.0,5689.5127
2021-07-15,5150.0,5806.266
2021-07-16,5150.0,6037.81
2021-07-19,5075.0,6121.099
2021-07-21,5125.0,6160.078
2021-07-22,5025.0,6093.9795
2021-07-23,4800.0,5823.3525
2021-07-26,4700.0,4644.1733
2021-07-27,4500.0,5488.9795
2021-07-28,4450.0,4875.5005
2021-07-29,4330.0,5951.2095
2021-07-30,4220.0,5432.396
2021-08-02,4400.0,4716.556
2021-08-03,4380.0,5220.391
2021-08-04,4330.0,5765.2666
2021-08-05,4440.0,5746.3887
2021-08-06,4420.0,5190.971
2021-08-09,4310.0,5824.923
2021-08-10,4250.0,5984.0264
2021-08-12,4210.0,5947.3516
2021-08-13,4250.0,5662.045
2021-08-16,4150.0,6336.5796
2021-08-18,4230.0,6053.644
2021-08-19,4110.0,5637.5947
2021-08-20,4070.0,6016.6094
2021-08-23,4060.0,6322.3794
2021-08-24,4080.0,5974.8247
2021-08-25,4170.0,6146.4497
2021-08-26,4090.0,5978.5376
2021-08-27,4030.0,6018.3965
2021-08-30,4130.0,6042.9272
2021-08-31,4050.0,6045.7485
2021-09-01,4100.0,5398.2534
2021-09-02,4150.0,5957.245
2021-09-03,4240.0,6339.0664
2021-09-06,4250.0,5946.325
2021-09-07,4250.0,6044.836
2021-09-08,4100.0,6115.217
2021-09-09,4100.0,5699.3247
2021-09-10,4080.0,5986.421
2021-09-13,4040.0,6233.427
2021-09-14,4050.0,6192.8955
2021-09-15,4040.0,6249.3174
2021-09-16,4010.0,6205.6943
2021-09-17,3950.0,6058.89
2021-09-20,3880.0,5323.9424
2021-09-21,3840.0,5960.865
2021-09-22,4040.0,5937.326
2021-09-23,4050.0,5040.522
2021-09-24,3970.0,5717.4307
2021-09-27,3860.0,5785.778
2021-09-28,3820.0,5893.107
2021-09-29,3920.0,6408.041
2021-09-30,3950.0,6195.1035
2021-10-01,3860.0,5599.354
2021-10-04,3980.0,5680.375
2021-10-05,4150.0,5400.8965
2021-10-06,4270.0,5119.4624
2021-10-07,4830.0,4984.18
2021-10-08,4760.0,2947.8545
2021-10-11,4830.0,4730.195
2021-10-12,4930.0,5429.582
2021-10-13,5250.0,5245.0674
2021-10-14,5325.0,4609.983
2021-10-15,5225.0,4901.952
2021-10-18,5100.0,4935.9414
2021-10-19,5125.0,5331.2573
2021-10-21,5000.0,5771.6475
2021-10-22,4850.0,5212.076
2021-10-25,4580.0,5159.642
2021-10-26,4640.0,4437.5615
2021-10-27,4540.0,5353.0376
2021-10-28,4440.0,5304.6406
2021-10-29,4420.0,5064.645
2021-11-01,4420.0,5232.273
2021-11-02,4470.0,5361.1978
2021-11-03,4450.0,5830.651
2021-11-04,4450.0,5893.2495
2021-11-05,4430.0,5917.6616
2021-11-08,4460.0,6032.8765
2021-11-09,4430.0,6150.996
2021-11-10,4370.0,5824.623
2021-11-11,4660.0,6052.857
2021-11-12,4600.0,4860.658
2021-11-15,4510.0,5548.8926
2021-11-16,4570.0,5993.4277
2021-11-17,4500.0,6139.504
2021-11-18,4480.0,6002.978
2021-11-19,4660.0,6039.4395
2021-11-22,4840.0,5419.6997
2021-11-23,4880.0,5477.0156
2021-11-24,4840.0,5571.75
2021-11-25,4820.0,5899.8003
2021-11-26,4710.0,6025.6416
2021-11-29,4630.0,5748.0625
2021-11-30,4480.0,5741.85
2021-12-01,4310.0,4627.251
2021-12-02,4290.0,5234.1177
2021-12-03,4220.0,5502.945
2021-12-06,4200.0,5591.848
2021-12-07,4270.0,6115.578
2021-12-08,4270.0,6099.989
2021-12-09,4370.0,6246.2666
2021-12-10,4430.0,6297.323
2021-12-13,4380.0,6143.233
2021-12-14,4290.0,6143.693
2021-12-15,4270.0,6145.372
2021-12-16,4210.0,6236.3535
2021-12-17,4150.0,6162.4546
2021-12-20,4140.0,6040.7266
2021-12-21,4080.0,6313.411
2021-12-22,4060.0,6166.316
2021-12-23,4080.0,6397.625
2021-12-24,4200.0,6509.387
2021-12-27,4210.0,6357.131
2021-12-28,4180.0,6448.235
2021-12-29,4120.0,6439.7246
2021-12-30,4110.0,6386.8223
