Date,real_close,close_arima
2017-03-13,63000.0,62785.416645393314
2017-03-14,64475.0,62978.97570830961
2017-03-15,64450.0,64430.04049770604
2017-03-16,65050.0,64452.27493096617
2017-03-17,65250.0,65035.620874530294
2017-03-20,65450.0,65269.94868127865
2017-03-21,65800.0,65462.622185522436
2017-03-22,65425.0,65803.20900408845
2017-03-23,65450.0,65443.17283517239
2017-03-24,64925.0,65444.90247039485
2017-03-27,64500.0,64939.46588220881
2017-03-29,65500.0,64495.33177133229
