Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,6830.000000,6890.000000,6720.000000,6800.000000,6683.568848,83922000
2021-02-16,6880.000000,6945.000000,6830.000000,6940.000000,6821.171875,47221000
2021-02-17,6890.000000,6960.000000,6850.000000,6900.000000,6781.856934,66011500
2021-02-18,6850.000000,6900.000000,6735.000000,6735.000000,6619.682129,91204000
2021-02-19,6780.000000,6850.000000,6760.000000,6825.000000,6708.140625,70487500
2021-02-22,6900.000000,6940.000000,6790.000000,6790.000000,6673.740234,68913000
2021-02-23,6820.000000,6845.000000,6775.000000,6825.000000,6708.140625,58360000
2021-02-24,6825.000000,6835.000000,6725.000000,6725.000000,6609.853027,71869000
2021-02-25,6740.000000,6770.000000,6680.000000,6705.000000,6590.195313,78688000
2021-02-26,6705.000000,6810.000000,6645.000000,6710.000000,6595.109863,173631500
2021-03-01,6830.000000,7045.000000,6800.000000,7045.000000,6924.373535,205539000
2021-03-02,7120.000000,7160.000000,7000.000000,7015.000000,6894.887695,81446500
2021-03-03,7065.000000,7085.000000,7000.000000,7000.000000,6880.144531,84470000
2021-03-04,6905.000000,7000.000000,6720.000000,6720.000000,6604.938477,120802500
2021-03-05,6720.000000,6925.000000,6720.000000,6800.000000,6683.568848,111871500
2021-03-08,6950.000000,6950.000000,6720.000000,6720.000000,6604.938477,90883000
2021-03-09,6700.000000,6715.000000,6600.000000,6605.000000,6491.907715,135582000
2021-03-10,6720.000000,6720.000000,6620.000000,6705.000000,6590.195313,50302000
2021-03-12,6875.000000,6880.000000,6715.000000,6765.000000,6649.167969,74328000
2021-03-15,6815.000000,6820.000000,6665.000000,6665.000000,6550.880371,57416000
2021-03-16,6710.000000,6710.000000,6620.000000,6625.000000,6511.564941,70755500
2021-03-17,6650.000000,6665.000000,6605.000000,6610.000000,6496.822266,71474500
2021-03-18,6620.000000,6720.000000,6610.000000,6705.000000,6590.195313,70067500
2021-03-19,6770.000000,6770.000000,6625.000000,6760.000000,6644.253418,125853000
2021-03-22,6640.000000,6680.000000,6610.000000,6620.000000,6506.650879,67523500
2021-03-23,6720.000000,6720.000000,6555.000000,6565.000000,6452.592285,127762500
2021-03-24,6515.000000,6550.000000,6420.000000,6440.000000,6329.732910,152050000
2021-03-25,6400.000000,6440.000000,6330.000000,6370.000000,6260.931641,119101500
2021-03-26,6370.000000,6445.000000,6300.000000,6415.000000,6305.161133,134467500
2021-03-29,6410.000000,6515.000000,6360.000000,6360.000000,6251.102539,113370500
2021-03-30,6370.000000,6455.000000,6370.000000,6395.000000,6285.503418,83115500
2021-03-31,6390.000000,6395.000000,6145.000000,6215.000000,6108.584961,223390500
2021-04-01,6215.000000,6270.000000,6155.000000,6225.000000,6118.414063,112286000
2021-04-05,6250.000000,6290.000000,6155.000000,6155.000000,6049.612305,73311500
2021-04-06,6135.000000,6170.000000,6080.000000,6165.000000,6059.441406,80215000
2021-04-07,6155.000000,6275.000000,6135.000000,6250.000000,6142.986328,107908000
2021-04-08,6200.000000,6215.000000,6125.000000,6135.000000,6114.481445,123697500
2021-04-09,6315.000000,6320.000000,6145.000000,6200.000000,6179.264160,116961000
2021-04-12,6295.000000,6295.000000,6060.000000,6065.000000,6044.715820,110411500
2021-04-13,6050.000000,6060.000000,5980.000000,6000.000000,5979.933105,119211500
2021-04-14,6105.000000,6305.000000,6060.000000,6305.000000,6283.913086,135519500
2021-04-15,6305.000000,6310.000000,6180.000000,6280.000000,6258.996582,102686500
2021-04-16,6370.000000,6370.000000,6215.000000,6275.000000,6254.013184,79293500
2021-04-19,6275.000000,6280.000000,6230.000000,6270.000000,6249.030273,47095000
2021-04-20,6200.000000,6250.000000,6185.000000,6235.000000,6214.146973,72721000
2021-04-21,6200.000000,6225.000000,6165.000000,6165.000000,6144.381348,68397000
2021-04-22,6200.000000,6275.000000,6180.000000,6215.000000,6194.213867,63758000
2021-04-23,6280.000000,6395.000000,6225.000000,6390.000000,6368.628906,108498500
2021-04-26,6395.000000,6400.000000,6280.000000,6285.000000,6263.979980,108742000
2021-04-27,6370.000000,6435.000000,6355.000000,6405.000000,6383.578613,132650000
2021-04-28,6400.000000,6405.000000,6315.000000,6320.000000,6298.862793,87660000
2021-04-29,6460.000000,6460.000000,6360.000000,6410.000000,6388.562012,57355000
2021-04-30,6450.000000,6450.000000,6380.000000,6405.000000,6383.578613,65829500
2021-05-03,6480.000000,6480.000000,6345.000000,6390.000000,6368.628906,42065500
2021-05-04,6350.000000,6430.000000,6340.000000,6400.000000,6378.595215,50123500
2021-05-05,6420.000000,6430.000000,6400.000000,6425.000000,6403.511719,51685000
2021-05-06,6400.000000,6450.000000,6400.000000,6425.000000,6403.511719,38115500
2021-05-07,6460.000000,6460.000000,6385.000000,6400.000000,6378.595215,48864000
2021-05-10,6400.000000,6420.000000,6395.000000,6420.000000,6398.528320,68180500
2021-05-11,6400.000000,6480.000000,6305.000000,6480.000000,6458.327637,70680000
2021-05-17,6500.000000,6500.000000,6375.000000,6500.000000,6478.260742,129058500
2021-05-18,6400.000000,6455.000000,6365.000000,6390.000000,6368.628906,73563000
2021-05-19,6380.000000,6400.000000,6335.000000,6345.000000,6323.779297,64912500
2021-05-20,6390.000000,6435.000000,6350.000000,6380.000000,6358.662109,64950000
2021-05-21,6450.000000,6450.000000,6260.000000,6360.000000,6338.729004,92620000
2021-05-24,6355.000000,6380.000000,6290.000000,6325.000000,6303.846191,59210000
