Date,Close
03/01/2022,7325
04/01/2022,7400
05/01/2022,7362.5
06/01/2022,7425
07/01/2022,7462.5
10/01/2022,7562.5
11/01/2022,7625
12/01/2022,7650
13/01/2022,7700
14/01/2022,7700
17/01/2022,7775
18/01/2022,7800
19/01/2022,7712.5
20/01/2022,7675
21/01/2022,7725
