Date,real_close,close_arima
2020-12-22,41325.0,42062.02077276056
2020-12-23,41075.0,41318.885189814915
2020-12-28,41025.0,41115.38862277073
2020-12-29,41075.0,41013.835355666815
2020-12-30,41000.0,41083.26072817237
2021-01-04,41000.0,40993.78348418346
2021-01-05,40725.0,41007.22668345793
2021-01-06,40350.0,40724.48035201452
2021-01-07,40350.0,40368.47988051224
2021-01-08,41250.0,40357.01444104512
2021-01-11,41250.0,41233.720100916624
2021-01-12,40500.0,41216.57616372602
2021-01-13,41450.0,40529.73437643497
2021-01-14,40800.0,41455.520674899286
2021-01-15,40800.0,40760.2613761525
2021-01-18,41175.0,40854.58781402252
2021-01-19,41175.0,41137.66996536132
2021-01-20,41075.0,41178.8636142404
2021-01-21,41075.0,41074.13645729957
2021-01-22,40850.0,41080.324145809514
2021-01-25,40250.0,40850.001329887724
2021-01-26,39925.0,40269.14781788079
2021-01-27,40025.0,39947.13916836348
2021-01-28,38925.0,40026.27240546244
2021-01-29,37725.0,38934.58899151833
2021-02-01,38200.0,37788.50695677045
2021-02-02,39050.0,38213.95887022223
2021-02-03,38825.0,39007.29641127016
2021-02-04,38800.0,38811.86137899923
2021-02-05,38875.0,38818.87937453238
2021-02-08,38800.0,38864.19387935962
2021-02-09,38775.0,38803.679762435655
2021-02-10,38500.0,38776.824624384375
2021-02-11,38725.0,38503.859473513025
2021-02-15,38725.0,38733.0252061969
2021-02-16,38475.0,38709.42393007981
2021-02-17,38125.0,38487.46779240467
2021-02-18,38000.0,38134.56950807995
2021-02-19,37750.0,38013.05149632067
2021-02-22,37075.0,37751.81294051985
2021-02-23,36550.0,37095.12812013654
2021-02-24,36700.0,36577.90664404393
2021-02-25,36675.0,36707.071164422
2021-02-26,36500.0,36663.95613452821
2021-03-01,36600.0,36509.9962963766
2021-03-02,37375.0,36601.29787368292
2021-03-03,37000.0,37359.032411443346
2021-03-04,36900.0,36976.80580953292
2021-03-05,36600.0,36933.04544612183
2021-03-08,36575.0,36589.634910806664
2021-03-09,36250.0,36595.894700700184
2021-03-10,36250.0,36243.44232515218
2021-03-12,36225.0,36269.56377019938
2021-03-15,36200.0,36213.95161610139
2021-03-16,36675.0,36207.9667793038
