Date,real_close,close_arima
2020-12-22,7475.0,7435.482584211962
2020-12-23,7425.0,7477.4930391823555
2020-12-28,7450.0,7431.955492070285
2020-12-29,7350.0,7452.490854969151
2020-12-30,7350.0,7362.109532491763
2021-01-04,7475.0,7358.792168039527
2021-01-05,7375.0,7468.505094855193
2021-01-06,7200.0,7380.609234256295
2021-01-07,7200.0,7222.181009150975
2021-01-08,7175.0,7216.054355419817
2021-01-11,7200.0,7189.1869504462065
2021-01-12,7100.0,7207.704554948056
2021-01-13,7025.0,7115.830167012673
2021-01-14,7000.0,7044.079200136888
2021-01-15,6950.0,7016.275238090514
2021-01-18,7500.0,6966.779683642611
2021-01-19,7575.0,7455.600107529049
2021-01-20,7400.0,7535.674231039702
2021-01-21,7325.0,7388.721915693234
2021-01-22,7275.0,7324.46822952706
2021-01-25,7250.0,7279.763709826224
2021-01-26,7250.0,7256.086010970584
2021-01-27,7125.0,7254.480525385522
2021-01-28,7075.0,7141.207958642806
2021-01-29,6925.0,7092.064598408148
2021-02-01,7025.0,6952.809517146318
2021-02-02,7000.0,7035.376281491811
2021-02-03,7175.0,7010.191617246241
2021-02-04,7300.0,7164.657406411247
2021-02-05,7225.0,7279.747298168081
2021-02-08,7100.0,7217.550730628531
2021-02-09,7100.0,7107.295606423261
2021-02-10,7150.0,7105.415056105518
2021-02-11,7175.0,7148.883337011081
2021-02-15,7050.0,7171.599740368577
2021-02-16,7025.0,7060.341698688314
2021-02-17,7100.0,7035.236043870287
2021-02-18,6975.0,7099.883723137857
2021-02-19,6950.0,6987.794900477186
2021-02-22,6875.0,6962.043348204177
2021-02-23,6850.0,6891.602061301894
2021-02-24,6850.0,6864.836477563712
2021-02-25,6775.0,6860.978863470698
2021-02-26,7000.0,6790.748477179014
2021-03-01,6825.0,6988.617053407808
2021-03-02,6825.0,6834.603816771711
2021-03-03,6875.0,6832.075520164493
2021-03-04,6725.0,6875.01219662816
2021-03-05,6725.0,6740.639675625942
2021-03-08,6650.0,6736.490309644139
2021-03-09,6550.0,6666.223540815075
2021-03-10,6575.0,6572.193420069073
2021-03-12,6700.0,6588.698084990895
2021-03-15,6575.0,6697.191480840449
2021-03-16,6550.0,6585.847621138319
2021-03-17,6475.0,6560.545673514163
2021-03-18,6600.0,6490.475042619499
2021-03-19,6750.0,6598.336461390236
2021-03-22,6700.0,6733.265181799449
2021-03-23,6750.0,6692.87661995107
2021-03-24,6575.0,6739.5623244733315
2021-03-25,6650.0,6585.634017209104
2021-03-26,6600.0,6649.948367707168
2021-03-29,6725.0,6605.217269014659
2021-03-30,6550.0,6715.6657976400065
2021-03-31,6575.0,6561.659900500979
