Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,4000.000000,4000.000000,4000.000000,4000.000000,3481.111816,0
2017-01-03,3900.000000,5000.000000,3900.000000,4800.000000,4177.333496,3200
2017-01-04,4800.000000,4800.000000,4800.000000,4800.000000,4177.333496,0
2017-01-05,4800.000000,4800.000000,4800.000000,4800.000000,4177.333496,0
2017-01-06,4800.000000,4800.000000,4800.000000,4800.000000,4177.333496,0
2017-01-09,4800.000000,4800.000000,4590.000000,4590.000000,3994.575928,200
2017-01-10,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-11,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-12,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-13,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-16,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-17,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-18,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-19,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-20,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-23,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-24,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-25,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-26,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-27,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-30,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-01-31,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-02-01,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-02-02,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-02-03,4590.000000,4590.000000,4590.000000,4590.000000,3994.575928,0
2017-02-06,4590.000000,4590.000000,3500.000000,3500.000000,3045.972900,11700
2017-02-07,3500.000000,3500.000000,3400.000000,3400.000000,2958.945068,6600
2017-02-08,3400.000000,3400.000000,3400.000000,3400.000000,2958.945068,200
2017-02-09,3400.000000,3400.000000,3400.000000,3400.000000,2958.945068,0
2017-02-10,3400.000000,3400.000000,3400.000000,3400.000000,2958.945068,0
2017-02-13,3400.000000,3820.000000,3400.000000,3810.000000,3315.759033,200
2017-02-14,3810.000000,3810.000000,3810.000000,3810.000000,3315.759033,0
2017-02-15,3810.000000,3810.000000,3810.000000,3810.000000,3315.759033,0
2017-02-16,3810.000000,3930.000000,3810.000000,3930.000000,3420.192871,2600
2017-02-17,3930.000000,3930.000000,3930.000000,3930.000000,3420.192871,0
2017-02-20,3950.000000,3950.000000,3000.000000,3800.000000,3307.056152,2700
2017-02-21,3800.000000,3800.000000,3800.000000,3800.000000,3307.056152,0
2017-02-22,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,3300
2017-02-23,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-02-24,3300.000000,3500.000000,3300.000000,3500.000000,3045.972900,2800
2017-02-27,3400.000000,3450.000000,3400.000000,3450.000000,3002.458984,5100
2017-02-28,3450.000000,3450.000000,3450.000000,3450.000000,3002.458984,0
2017-03-01,3450.000000,3450.000000,3450.000000,3450.000000,3002.458984,0
2017-03-02,3450.000000,3450.000000,3450.000000,3450.000000,3002.458984,0
2017-03-03,3450.000000,3450.000000,3450.000000,3450.000000,3002.458984,0
2017-03-06,3450.000000,3450.000000,3450.000000,3450.000000,3002.458984,0
2017-03-07,3700.000000,3700.000000,3700.000000,3700.000000,3220.028320,100
2017-03-08,3700.000000,3700.000000,3700.000000,3700.000000,3220.028320,1600
2017-03-09,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,100
2017-03-10,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-13,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-14,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-15,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-16,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-17,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-20,3950.000000,3950.000000,3950.000000,3950.000000,3437.598145,0
2017-03-21,3300.000000,3400.000000,3300.000000,3400.000000,2958.945068,5100
2017-03-22,3400.000000,3400.000000,3400.000000,3400.000000,2958.945068,5100
2017-03-23,3400.000000,3450.000000,3400.000000,3450.000000,3002.458984,10000
2017-03-24,3450.000000,3450.000000,3350.000000,3350.000000,2915.430908,6300
2017-03-27,2650.000000,2700.000000,2650.000000,2650.000000,2306.236572,2000
2017-03-29,2700.000000,3100.000000,2700.000000,3100.000000,2697.861816,1500
2017-03-30,3100.000000,3100.000000,3100.000000,3100.000000,2697.861816,0
2017-03-31,3100.000000,3100.000000,3100.000000,3100.000000,2697.861816,0
2017-04-03,3500.000000,3800.000000,3200.000000,3200.000000,2784.889404,11900
2017-04-04,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,300
2017-04-05,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,0
2017-04-06,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,0
2017-04-07,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,0
2017-04-10,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,0
2017-04-11,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,0
2017-04-12,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,200
2017-04-13,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,600
2017-04-17,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-18,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-19,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-20,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-21,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-25,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,0
2017-04-26,3300.000000,3300.000000,3300.000000,3300.000000,2871.917480,22000
2017-04-27,3320.000000,3320.000000,3290.000000,3290.000000,2863.214600,200
2017-04-28,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-02,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-03,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-04,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-05,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-08,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-09,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-10,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-12,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-15,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-16,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-17,3290.000000,3290.000000,3290.000000,3290.000000,2863.214600,0
2017-05-18,3190.000000,3190.000000,3060.000000,3060.000000,2663.050781,5000
2017-05-19,3030.000000,3030.000000,3030.000000,3030.000000,2636.942383,200
2017-05-22,3000.000000,3030.000000,2700.000000,2700.000000,2349.750488,2500
2017-05-23,2700.000000,2700.000000,2700.000000,2700.000000,2349.750488,7300
2017-05-24,3200.000000,3200.000000,3200.000000,3200.000000,2784.889404,100
2017-05-26,3100.000000,3100.000000,3100.000000,3100.000000,2697.861816,100
2017-05-29,3100.000000,3100.000000,3100.000000,3100.000000,2697.861816,100
2017-05-30,2800.000000,2800.000000,2800.000000,2800.000000,2481.607178,100
2017-05-31,2800.000000,2900.000000,2800.000000,2900.000000,2570.236328,200
2017-06-01,2900.000000,2900.000000,2900.000000,2900.000000,2570.236328,0
2017-06-02,2700.000000,3200.000000,2700.000000,3200.000000,2836.122559,13100
2017-06-05,3200.000000,3200.000000,2800.000000,2800.000000,2481.607178,600
2017-06-06,2800.000000,2800.000000,2800.000000,2800.000000,2481.607178,0
2017-06-07,2800.000000,2800.000000,2500.000000,2500.000000,2215.720947,6700
2017-06-08,3000.000000,3000.000000,2500.000000,2500.000000,2215.720947,10300
2017-06-09,2500.000000,2500.000000,2500.000000,2500.000000,2215.720947,0
2017-06-12,3000.000000,3000.000000,3000.000000,3000.000000,2658.865234,300
2017-06-13,2900.000000,2900.000000,2900.000000,2900.000000,2570.236328,400
2017-06-14,2900.000000,2900.000000,2900.000000,2900.000000,2570.236328,0
2017-06-15,2800.000000,2900.000000,2800.000000,2900.000000,2570.236328,12800
2017-06-16,3000.000000,3000.000000,3000.000000,3000.000000,2658.865234,100
2017-06-19,3000.000000,3000.000000,3000.000000,3000.000000,2658.865234,1000
2017-06-20,2500.000000,2600.000000,2500.000000,2550.000000,2260.035156,1500
2017-06-21,2990.000000,2990.000000,2500.000000,2500.000000,2215.720947,300
2017-06-22,2500.000000,2500.000000,2500.000000,2500.000000,2215.720947,500
2017-06-23,2500.000000,2500.000000,2500.000000,2500.000000,2215.720947,0
2017-06-26,2500.000000,2500.000000,2500.000000,2500.000000,2215.720947,0
