Date,real_close,close_lstm
2017-03-14,8440.0,8465.383
2017-03-15,8435.0,8476.969
2017-03-16,8720.0,8448.362
2017-03-17,8800.0,8609.004
2017-03-20,8785.0,8723.333
2017-03-21,8785.0,8753.873
2017-03-22,8570.0,8753.405
2017-03-23,8500.0,8591.884
2017-03-24,8630.0,8552.052
2017-03-27,8670.0,8558.464
2017-03-29,8730.0,8663.125
2017-03-30,8740.0,8715.101
