Date,real_close,close_lstm
2020-12-22,41325.0,41955.977
2020-12-23,41075.0,41705.457
2020-12-28,41025.0,41423.723
2020-12-29,41075.0,41335.26
2020-12-30,41000.0,41439.816
2021-01-04,41000.0,41289.176
2021-01-05,40725.0,41224.35
2021-01-06,40350.0,40994.727
2021-01-07,40350.0,40713.523
2021-01-08,41250.0,40766.176
2021-01-11,41250.0,41109.867
2021-01-12,40500.0,41401.14
2021-01-13,41450.0,40995.723
2021-01-14,40800.0,41172.7
2021-01-15,40800.0,41275.383
2021-01-18,41175.0,41142.426
2021-01-19,41175.0,41201.215
2021-01-20,41075.0,41505.35
2021-01-21,41075.0,41406.965
2021-01-22,40850.0,41420.05
2021-01-25,40250.0,41047.746
2021-01-26,39925.0,40730.617
2021-01-27,40025.0,40351.293
2021-01-28,38925.0,40230.14
2021-01-29,37725.0,39647.57
2021-02-01,38200.0,38592.29
2021-02-02,39050.0,38253.684
2021-02-03,38825.0,39468.277
2021-02-04,38800.0,39571.742
2021-02-05,38875.0,39232.64
2021-02-08,38800.0,39263.727
2021-02-09,38775.0,39293.836
2021-02-10,38500.0,39276.05
2021-02-11,38725.0,39083.777
2021-02-15,38725.0,39099.39
2021-02-16,38475.0,39209.324
2021-02-17,38125.0,39001.797
2021-02-18,38000.0,38750.695
2021-02-19,37750.0,38512.863
2021-02-22,37075.0,38326.086
2021-02-23,36550.0,37851.426
2021-02-24,36700.0,37243.91
2021-02-25,36675.0,37312.492
2021-02-26,36500.0,37272.2
2021-03-01,36600.0,37062.23
2021-03-02,37375.0,37172.86
2021-03-03,37000.0,37378.246
2021-03-04,36900.0,37668.758
2021-03-05,36600.0,37403.145
2021-03-08,36575.0,37248.79
2021-03-09,36250.0,37277.652
2021-03-10,36250.0,37062.168
2021-03-12,36225.0,36920.117
2021-03-15,36200.0,36976.87
2021-03-16,36675.0,36833.203
2021-03-17,36300.0,37012.285
2021-03-18,36600.0,37093.94
2021-03-19,37775.0,37144.125
2021-03-22,37775.0,37653.188
2021-03-23,36775.0,38450.914
2021-03-24,35825.0,37760.992
